model,arm,sample_id,acuity_delta,acuity_abs_delta,acuity_dir,diag_dir,next_dir,consensus_flip,coherence
claude,ct_old,2334,-1,1,down,low_to_high,stable,diag,multi_mixed
claude,ct_old,2341,1,1,up,low_to_high,stable,diag,coherent_less_worried
claude,ct_old,2344,-1,1,down,,high_to_low,next,coherent_more_worried
claude,ct_old,2350,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
claude,ct_old,2361,1,1,up,stable,high_to_low,next,multi_mixed
claude,ct_old,2431,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_old,2437,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_old,2457,2,2,up,,low_to_high,next,coherent_less_worried
claude,ct_old,2465,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_old,2542,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_old,2557,-1,1,down,low_to_high,,diag,multi_mixed
claude,ct_old,2563,2,2,up,low_to_high,stable,diag,coherent_less_worried
claude,ct_old,2597,-1,1,down,,high_to_low,next,coherent_more_worried
claude,ct_old,2600,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
claude,ct_old,2609,1,1,up,low_to_high,,diag,coherent_less_worried
claude,ct_old,2630,-2,2,down,stable,low_to_high,next,multi_mixed
claude,ct_old,2679,-3,3,down,low_to_high,low_to_high,diag+next,multi_mixed
claude,ct_new,1,-1,1,down,low_to_high,,diag,multi_mixed
claude,ct_new,5,-1,1,down,low_to_high,stable,diag,multi_mixed
claude,ct_new,30,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,68,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
claude,ct_new,108,-1,1,down,low_to_high,low_to_high,diag+next,multi_mixed
claude,ct_new,113,-2,2,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,159,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
claude,ct_new,165,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,183,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
claude,ct_new,233,-2,2,down,low_to_high,stable,diag,multi_mixed
claude,ct_new,243,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,271,2,2,up,high_to_low,stable,diag,multi_mixed
claude,ct_new,277,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,286,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
claude,ct_new,297,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
claude,ct_new,308,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
claude,ct_new,327,1,1,up,stable,high_to_low,next,multi_mixed
claude,ct_new,329,1,1,up,low_to_high,stable,diag,coherent_less_worried
claude,ct_new,354,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
claude,ct_new,363,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,371,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,413,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,417,2,2,up,stable,high_to_low,next,multi_mixed
claude,ct_new,422,2,2,up,stable,high_to_low,next,multi_mixed
claude,ct_new,423,-1,1,down,,low_to_high,next,multi_mixed
claude,ct_new,430,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,449,-2,2,down,,low_to_high,next,multi_mixed
claude,ct_new,454,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,457,1,1,up,,low_to_high,next,coherent_less_worried
claude,ct_new,474,-1,1,down,low_to_high,low_to_high,diag+next,multi_mixed
claude,ct_new,493,1,1,up,high_to_low,stable,diag,multi_mixed
claude,ct_new,503,-2,2,down,low_to_high,stable,diag,multi_mixed
claude,ct_new,510,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,514,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,545,1,1,up,stable,high_to_low,next,multi_mixed
claude,ct_new,584,1,1,up,high_to_low,,diag,multi_mixed
claude,ct_new,612,-2,2,down,high_to_low,low_to_high,diag+next,multi_mixed
claude,ct_new,619,-2,2,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,620,-2,2,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,633,-2,2,down,stable,low_to_high,next,multi_mixed
claude,ct_new,658,1,1,up,low_to_high,stable,diag,coherent_less_worried
claude,ct_new,685,-1,1,down,low_to_high,low_to_high,diag+next,multi_mixed
claude,ct_new,713,2,2,up,,high_to_low,next,multi_mixed
claude,ct_new,742,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,800,-2,2,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,811,1,1,up,high_to_low,,diag,multi_mixed
claude,ct_new,836,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,837,-2,2,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,923,1,1,up,stable,high_to_low,next,multi_mixed
claude,ct_new,943,-1,1,down,high_to_low,,diag,coherent_more_worried
claude,ct_new,964,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,965,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,986,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,1016,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,1038,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,1042,1,1,up,stable,high_to_low,next,multi_mixed
claude,ct_new,1131,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,1185,-2,2,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,1197,1,1,up,high_to_low,stable,diag,multi_mixed
claude,ct_new,1251,-2,2,down,high_to_low,low_to_high,diag+next,multi_mixed
claude,ct_new,1260,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,1295,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,1304,-2,2,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,1315,-2,2,down,low_to_high,low_to_high,diag+next,multi_mixed
claude,ct_new,1340,1,1,up,stable,high_to_low,next,multi_mixed
claude,ct_new,1381,-1,1,down,low_to_high,,diag,multi_mixed
claude,ct_new,1414,1,1,up,low_to_high,stable,diag,coherent_less_worried
claude,ct_new,1418,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
claude,ct_new,1438,1,1,up,stable,high_to_low,next,multi_mixed
claude,ct_new,1443,-1,1,down,low_to_high,low_to_high,diag+next,multi_mixed
claude,ct_new,1481,-2,2,down,high_to_low,high_to_low,diag+next,coherent_more_worried
claude,ct_new,1486,-2,2,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,1516,2,2,up,stable,high_to_low,next,multi_mixed
claude,ct_new,1524,-2,2,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,1560,1,1,up,low_to_high,,diag,coherent_less_worried
claude,ct_new,1566,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,1583,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
claude,ct_new,1585,-4,4,down,stable,low_to_high,next,multi_mixed
claude,ct_new,1604,-2,2,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,1627,1,1,up,high_to_low,,diag,multi_mixed
claude,ct_new,1631,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,1638,1,1,up,high_to_low,,diag,multi_mixed
claude,ct_new,1652,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,1667,2,2,up,stable,high_to_low,next,multi_mixed
claude,ct_new,1669,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
claude,ct_new,1671,1,1,up,stable,high_to_low,next,multi_mixed
claude,ct_new,1676,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
claude,ct_new,1692,1,1,up,high_to_low,,diag,multi_mixed
claude,ct_new,1712,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,1795,-2,2,down,stable,low_to_high,next,multi_mixed
claude,ct_new,1803,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,1806,-1,1,down,low_to_high,,diag,multi_mixed
claude,ct_new,1828,-1,1,down,low_to_high,low_to_high,diag+next,multi_mixed
claude,ct_new,1829,-1,1,down,,low_to_high,next,multi_mixed
claude,ct_new,1853,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,1874,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,1889,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,1943,1,1,up,low_to_high,stable,diag,coherent_less_worried
claude,ct_new,1956,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
claude,ct_new,1981,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
claude,ct_new,2018,1,1,up,low_to_high,stable,diag,coherent_less_worried
claude,ct_new,2028,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,2147,2,2,up,stable,high_to_low,next,multi_mixed
claude,ct_new,2151,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,2172,2,2,up,high_to_low,,diag,multi_mixed
claude,ct_new,2173,-2,2,down,stable,low_to_high,next,multi_mixed
claude,ct_new,2186,-2,2,down,stable,low_to_high,next,multi_mixed
claude,ct_new,2227,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
claude,ct_new,2239,2,2,up,stable,high_to_low,next,multi_mixed
claude,ct_new,2241,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,2259,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,2260,2,2,up,,high_to_low,next,multi_mixed
claude,ct_new,2268,-2,2,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,2310,1,1,up,high_to_low,stable,diag,multi_mixed
claude,ct_new,2334,-1,1,down,low_to_high,stable,diag,multi_mixed
claude,ct_new,2344,-1,1,down,,high_to_low,next,coherent_more_worried
claude,ct_new,2350,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
claude,ct_new,2359,-2,2,down,low_to_high,stable,diag,multi_mixed
claude,ct_new,2369,-1,1,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,2391,2,2,up,,low_to_high,next,coherent_less_worried
claude,ct_new,2437,-1,1,down,stable,low_to_high,next,multi_mixed
claude,ct_new,2457,2,2,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,2470,1,1,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,2484,-2,2,down,stable,high_to_low,next,coherent_more_worried
claude,ct_new,2520,-1,1,down,high_to_low,low_to_high,diag+next,multi_mixed
claude,ct_new,2542,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,2547,1,1,up,,high_to_low,next,multi_mixed
claude,ct_new,2563,2,2,up,stable,high_to_low,next,multi_mixed
claude,ct_new,2591,2,2,up,stable,low_to_high,next,coherent_less_worried
claude,ct_new,2595,1,1,up,,high_to_low,next,multi_mixed
claude,ct_new,2607,-1,1,down,low_to_high,stable,diag,multi_mixed
claude,ct_new,2662,-1,1,down,high_to_low,stable,diag,coherent_more_worried
claude,ct_new,2679,-3,3,down,low_to_high,low_to_high,diag+next,multi_mixed
gemini,format_tone,0,-2,2,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,34,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,91,-3,3,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,106,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,108,-2,2,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,128,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,143,-4,4,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,160,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,167,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,180,-2,2,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,184,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,194,-3,3,down,high_to_low,high_to_low,diag+next,coherent_more_worried
gemini,format_tone,196,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,198,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,format_tone,201,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,210,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,249,-4,4,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,250,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,278,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,304,1,1,up,low_to_high,stable,diag,coherent_less_worried
gemini,format_tone,337,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,345,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,362,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,398,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,406,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,409,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,455,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,456,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,485,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,516,-3,3,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,534,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,545,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,571,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,580,3,3,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,596,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,597,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,636,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,637,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,655,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,661,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,668,1,1,up,low_to_high,stable,diag,coherent_less_worried
gemini,format_tone,674,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,730,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,768,2,2,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,784,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,821,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,825,-3,3,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,830,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
gemini,format_tone,842,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
gemini,format_tone,844,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,862,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,900,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,913,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,932,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,940,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,942,3,3,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,963,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,968,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,986,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,997,3,3,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1007,-3,3,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1016,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1023,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,format_tone,1037,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1042,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1045,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1046,3,3,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1047,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1059,-3,3,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,1068,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1078,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1113,2,2,up,low_to_high,low_to_high,diag+next,coherent_less_worried
gemini,format_tone,1131,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1132,2,2,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,1133,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1164,-4,4,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1193,2,2,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,1196,-1,1,down,high_to_low,low_to_high,diag+next,multi_mixed
gemini,format_tone,1216,-2,2,down,high_to_low,high_to_low,diag+next,coherent_more_worried
gemini,format_tone,1227,-1,1,down,low_to_high,low_to_high,diag+next,multi_mixed
gemini,format_tone,1233,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1244,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,1249,-1,1,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,1251,-1,1,down,high_to_low,low_to_high,diag+next,multi_mixed
gemini,format_tone,1254,3,3,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,1283,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1284,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,1288,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1312,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1341,2,2,up,low_to_high,stable,diag,coherent_less_worried
gemini,format_tone,1377,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1388,-3,3,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1397,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,1424,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1426,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1428,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
gemini,format_tone,1435,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1436,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
gemini,format_tone,1473,-3,3,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1488,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1491,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1495,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1561,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1573,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1597,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,1605,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1608,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1638,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1650,-1,1,down,low_to_high,high_to_low,diag+next,multi_mixed
gemini,format_tone,1675,-3,3,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,1687,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1712,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1726,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1730,1,1,up,low_to_high,stable,diag,coherent_less_worried
gemini,format_tone,1731,3,3,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1743,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1746,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1752,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1765,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,format_tone,1779,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1802,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1809,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1838,-3,3,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,1853,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1867,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,1882,3,3,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1884,-4,4,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1907,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1915,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1929,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
gemini,format_tone,1945,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,1950,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,1954,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,1963,-4,4,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,1968,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,1974,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,1976,3,3,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,2036,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2076,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,2097,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2100,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2103,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,2107,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2112,-4,4,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,2131,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,format_tone,2133,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2146,4,4,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,format_tone,2158,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2159,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,2161,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,2167,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,2168,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2179,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,2216,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2252,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,2255,1,1,up,high_to_low,low_to_high,diag+next,multi_mixed
gemini,format_tone,2260,-4,4,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2277,-3,3,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,2288,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
gemini,format_tone,2298,-3,3,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,2333,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,2344,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2349,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,2350,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,2387,-1,1,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,2400,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,2421,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,2424,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2433,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2450,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,2452,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2456,1,1,up,high_to_low,low_to_high,diag+next,multi_mixed
gemini,format_tone,2475,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2481,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2491,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2504,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,format_tone,2519,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,2531,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,2536,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,format_tone,2555,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2563,3,3,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2579,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2592,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2610,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2611,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,format_tone,2620,3,3,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2641,1,1,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2651,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,format_tone,2655,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2657,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,format_tone,2667,2,2,up,stable,high_to_low,next,multi_mixed
gemini,format_tone,2670,-1,1,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,2673,-2,2,down,low_to_high,stable,diag,multi_mixed
gemini,format_tone,2677,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,content_format,0,-2,2,down,low_to_high,stable,diag,multi_mixed
gemini,content_format,9,1,1,up,stable,high_to_low,next,multi_mixed
gemini,content_format,34,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,content_format,49,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,content_format,89,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,content_format,113,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,content_format,153,2,2,up,stable,high_to_low,next,multi_mixed
gemini,content_format,156,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,content_format,183,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,content_format,196,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,content_format,198,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,content_format,200,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
gemini,content_format,288,3,3,up,low_to_high,stable,diag,coherent_less_worried
gemini,content_format,316,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,content_format,318,3,3,up,stable,low_to_high,next,coherent_less_worried
gemini,content_format,343,-3,3,down,stable,low_to_high,next,multi_mixed
gemini,content_format,367,3,3,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,content_format,430,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,content_format,455,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,content_format,513,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,content_format,542,1,1,up,stable,high_to_low,next,multi_mixed
gemini,content_format,597,2,2,up,stable,high_to_low,next,multi_mixed
gemini,content_format,637,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,content_format,661,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,content_format,671,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,content_format,674,1,1,up,stable,low_to_high,next,coherent_less_worried
