model,arm,sample_id,acuity_delta,acuity_abs_delta,acuity_dir,diag_dir,next_dir,consensus_flip,coherence
gemini,ct_old,1884,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,1907,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,1929,3,3,up,,high_to_low,next,multi_mixed
gemini,ct_old,1945,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_old,1951,1,1,up,low_to_high,stable,diag,coherent_less_worried
gemini,ct_old,1968,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_old,1969,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_old,1976,3,3,up,high_to_low,stable,diag,multi_mixed
gemini,ct_old,2025,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_old,2093,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_old,2107,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,2147,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_old,2159,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_old,2161,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_old,2167,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_old,2182,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_old,2236,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_old,2259,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_old,2292,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,ct_old,2298,-3,3,down,stable,low_to_high,next,multi_mixed
gemini,ct_old,2299,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,ct_old,2341,3,3,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_old,2364,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_old,2368,-2,2,down,high_to_low,low_to_high,diag+next,multi_mixed
gemini,ct_old,2391,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_old,2392,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,2400,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_old,2409,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_old,2421,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_old,2433,2,2,up,stable,high_to_low,next,multi_mixed
gemini,ct_old,2436,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_old,2441,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,2445,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_old,2456,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_old,2481,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,2496,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_old,2519,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_old,2539,-3,3,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_old,2540,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_old,2579,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_old,2592,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,2604,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_old,2607,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,2611,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_old,2625,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_old,2641,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_old,2665,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,ct_old,2667,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_old,2670,-1,1,down,low_to_high,stable,diag,multi_mixed
gemini,ct_old,2677,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,61,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_new,72,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,108,-2,2,down,low_to_high,stable,diag,multi_mixed
gemini,ct_new,113,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,129,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,143,-4,4,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_new,160,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,161,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,198,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,225,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,271,-1,1,down,high_to_low,low_to_high,diag+next,multi_mixed
gemini,ct_new,277,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,318,3,3,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,320,-1,1,down,low_to_high,stable,diag,multi_mixed
gemini,ct_new,421,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,455,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,542,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,580,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,597,2,2,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,640,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,661,-1,1,down,low_to_high,high_to_low,diag+next,multi_mixed
gemini,ct_new,668,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,706,2,2,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,733,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,768,1,1,up,low_to_high,stable,diag,coherent_less_worried
gemini,ct_new,811,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,ct_new,816,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,821,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,859,-5,5,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_new,900,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,942,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,963,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,970,2,2,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,986,1,1,up,high_to_low,high_to_low,diag+next,multi_mixed
gemini,ct_new,994,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1004,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,1033,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1038,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1059,-3,3,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_new,1078,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1096,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,1099,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
gemini,ct_new,1132,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,1133,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1195,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,1209,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1213,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1214,1,1,up,low_to_high,high_to_low,diag+next,multi_mixed
gemini,ct_new,1216,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1244,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_new,1261,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1273,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,1283,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1332,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1333,2,2,up,low_to_high,stable,diag,coherent_less_worried
gemini,ct_new,1384,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1394,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1402,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1436,1,1,up,low_to_high,low_to_high,diag+next,coherent_less_worried
gemini,ct_new,1491,2,2,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1497,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1526,-1,1,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_new,1538,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1561,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1613,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,1638,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1642,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1650,-1,1,down,low_to_high,high_to_low,diag+next,multi_mixed
gemini,ct_new,1730,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1731,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1742,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,1765,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1778,-2,2,down,low_to_high,stable,diag,multi_mixed
gemini,ct_new,1799,1,1,up,low_to_high,stable,diag,coherent_less_worried
gemini,ct_new,1807,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1809,2,2,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1838,-3,3,down,low_to_high,stable,diag,multi_mixed
gemini,ct_new,1864,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1907,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,1913,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1929,3,3,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1947,4,4,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,1968,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1969,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1976,3,3,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,1981,2,2,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,1982,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,2039,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,2044,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,2076,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_new,2103,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,2146,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,2147,-2,2,down,high_to_low,stable,diag,coherent_more_worried
gemini,ct_new,2158,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,2161,-1,1,down,high_to_low,high_to_low,diag+next,coherent_more_worried
gemini,ct_new,2227,1,1,up,low_to_high,stable,diag,coherent_less_worried
gemini,ct_new,2238,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,2248,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,2259,-1,1,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,2262,-2,2,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,2296,-1,1,down,,high_to_low,next,coherent_more_worried
gemini,ct_new,2298,-3,3,down,,low_to_high,next,multi_mixed
gemini,ct_new,2299,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,2306,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,2333,-2,2,down,stable,low_to_high,next,multi_mixed
gemini,ct_new,2364,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,2392,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,2456,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,2475,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,2491,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,2496,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,2514,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,2545,-1,1,down,low_to_high,low_to_high,diag+next,multi_mixed
gemini,ct_new,2556,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,2578,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,2579,1,1,up,stable,high_to_low,next,multi_mixed
gemini,ct_new,2585,2,2,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,2607,-3,3,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,2611,1,1,up,stable,low_to_high,next,coherent_less_worried
gemini,ct_new,2651,1,1,up,high_to_low,stable,diag,multi_mixed
gemini,ct_new,2655,-1,1,down,stable,high_to_low,next,coherent_more_worried
gemini,ct_new,2667,3,3,up,stable,high_to_low,next,multi_mixed
